MLS Number,Property Type,Status,Street Number,Street Name,Unit Number,City/Location,Zip Code,County,List Price,Close Price,Close Date,Area,Subdivision,Master Planned Community,Market Area,School District,School Elementary,School Middle,School High,Sq Ft Total,Price Sq Ft List,Price Sq Ft Sold,Lot Size,Acres,Price Acre List,Price Acre Sales,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Room Count,Fireplaces Number,Stories,New Construction,New Construction Desc,Pool Private,No Of Garage Cap,Style,DOM,CDOM,List Office MLSID,List Office Name,List Agent MLSID,List Agent Full Name,Selling Office MLSID,Selling Office Name,Selling Agent MLSID,Selling Agent Full Name,Realist Owner Name,Last Change Timestamp,List Date ,Cap_Rate
73909273,Rental,Pending,515,Terrace,,Houston,77007,Harris,$7750.00,,,16,Glen Cove,,Memorial Park,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3388,$2.29,,7500,0.1722,$45006.00,,1984,3,3,1,3.1,10,0,2,FALSE,,TRUE,2,Traditional,11,11,KWHM01,Keller Williams Realty,cornhill,Lorna Ramsay,KWHM01,Keller Williams Realty,FIONA,Fiona Gilmour,,09/04/2019 8:48:48 PM,08/23/2019 12:00:00 AM,#N/A
63845115,Townhouse/Condo,Pending,5256,Memorial,,Houston,77007,Harris,$214999.00,,,16,Hillside Th Condo,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1062,$202.45,,64433,,,,1960,2,1,1,1.1,8,1,2,FALSE,,FALSE,0,Contemporary/Modern,23,78,GKPI02,Greenwood King Properties,maemae,Meg Greenwood Rife,RMXM01,RE/MAX Metro                  ,amyzebra,Amy Lynch Kolflat,,08/26/2019 12:16:07 AM,07/22/2019 12:00:00 AM,5.585919611
96030188,Lots,Pending,1615,Holly,,Houston,77007,Harris,$225000.00,,,9,Baker Nsbb,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,,$45.00,,5000,0.1148,$1959930.00,,,,,,0,,,,,,,,,13,13,WOOO01,Womack Development,GWW,Gerald Womack,HELO01,The Daily Agent,ashaw,Austin Shaw,,08/21/2019 11:51:51 AM,08/07/2019 12:00:00 AM,#N/A
64410349,Townhouse/Condo,Pending,505,Jackson Hill,106,Houston,77007,Harris,$250900.00,,,16,Jackson Place Condos,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1346,$186.40,,,,,,2004,2,2,1,2.1,5,,1,FALSE,,FALSE,2,Traditional,7,7,FKHL01,Mark Dimas Team,markdimas,Mark Dimas,KWWD01,Keller Williams Realty,JWillard,Jeremy Willard,,09/16/2019 12:15:30 AM,08/28/2019 12:00:00 AM,8.596278441
30240424,Townhouse/Condo,Pending,2300,Union,B,Houston,77007,Harris,$289000.00,,,9,Union Square,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1644,$175.79,,16115,,,,2004,2,2,0,2,8,2,1,FALSE,,FALSE,2,Contemporary/Modern,46,46,RDFN02,Redfin Corporation,MBMILLER,Melanie Miller,CMTX01,"Compass RE Texas, LLC",AMARTINI,Ashton Martini,,09/13/2019 12:15:41 AM,07/17/2019 12:00:00 AM,10.88978727
37286100,Townhouse/Condo,Pending,5809,Darling,B,Houston,77007,Harris,$296000.00,,,9,Phan Nova Estates,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2558,$115.72,,2222,,,,2008,3,3,2,3.2,9,0,4,FALSE,,FALSE,2,Contemporary/Modern,31,459,DEGP01,Doug Erdy Group,BBertrand,Brandi Bertrand,DEGP01,Doug Erdy Group,BBertrand,Brandi Bertrand,,09/16/2019 12:15:31 AM,08/07/2019 12:00:00 AM,31.80230787
60517998,Townhouse/Condo,Pending,5218,Petty,B,Houston,77007,Harris,$309000.00,,,9,Millenium Patio Homes/Kiam,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1937,$159.53,,1406,,,,2004,2,2,1,2.1,10,1,3,FALSE,,FALSE,2,Contemporary/Modern,52,52,BBFH01,Engel & Volkers Houston,BBFH,Brooks Ballard,RTOP03,RE/MAX Top Realty,kwalt,Kimberly Walt,,09/14/2019 12:16:08 AM,07/12/2019 12:00:00 AM,14.99698438
83567997,Single-Family,Pending,5956,Kansas,,Houston,77007,Harris,$309900.00,,,9,Kansas Street Place,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1425,$217.47,,1578,0.0362,$8560773.00,,2005,3,2,0,2,7,,2,FALSE,,FALSE,2,Traditional,38,135,TERO04,Intero Real Estate Services,mlmiller,Michelle Miller,TERO04,Intero Real Estate Services,MLMILLER,Michelle Miller,,08/30/2019 12:16:16 AM,07/11/2019 12:00:00 AM,3.169156951
37847638,Single-Family,Pending,1410,Hickory,,Houston,77007,Harris,$315000.00,,,9,Baker Nsbb,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,920,$342.39,,5400,0.124,$2540323.00,,1930,3,1,0,1,3,,1,FALSE,,FALSE,1,Traditional,6,6,SMDP01,Summertime Investments,sum,Suzanne Massiatte,MWCR01,Circa Real Estate,robertut,Robert Griffith,,08/23/2019 4:26:18 PM,08/16/2019 12:00:00 AM,-8.710161491
17193099,Single-Family,Pending,1340,Studer,,Houston,77007,Harris,$319900.00,,,16,Memorial Park Village,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1663,$192.36,,1876,0.0431,$7422274.00,,2005,2,2,0,2,6,,2,FALSE,,FALSE,2,French,10,31,EXPD01,eXp Realty,JDWRST,Jeffrey Whitespeare,AXRE01,Krueger Real Estate,JKrueg,James Krueger,,09/11/2019 12:15:57 AM,08/20/2019 12:00:00 AM,7.419496854
91292131,Townhouse/Condo,Pending,5218,Petty,D,Houston,77007,Harris,$320000.00,,,9,Millennium Patio Homes on Kiam,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1817,$176.11,,1960,,,,2004,2,2,0,2,6,1,3,FALSE,,FALSE,2,Contemporary/Modern,5,5,TRNR01,Martha Turner Sotheby's,SAIDIR,Raghda Henthorne,BUCK01,Camelot Realty,ekhoury,Erika Khoury,,09/08/2019 12:16:00 AM,08/22/2019 12:00:00 AM,10.81574565
97865997,Townhouse/Condo,Pending,1150,PATTERSON STREET,,Houston,77007,Harris,$325000.00,,,16,CENTER STREET PLAZA,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1976,$164.47,,1550,,,,2004,3,2,1,2.1,5,0,3,FALSE,,FALSE,2,Contemporary/Modern,39,39,KWSW01,Keller Williams Realty -SW,AJONEAL,Audra O'Neal,RMXR01,RE/MAX Compass,ncollum,Norma Andersson,,09/01/2019 12:16:05 AM,07/15/2019 12:00:00 AM,13.66144
76549037,Single-Family,Pending,5809,Washington,,Houston,77007,Harris,$329999.00,,,16,Riverwood/Washingtonsec 01,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1654,$199.52,,1962,,,,2007,3,3,1,3.1,3,,3,FALSE,,FALSE,2,Traditional,21,21,BUCK01,Camelot Realty,ekhoury,Erika Khoury,WDWR01,World Wide Realty,pedrocg,Pedro Cajiga Gutierrez,,09/09/2019 12:15:30 AM,08/08/2019 12:00:00 AM,6.099851422
10113557,Townhouse/Condo,Pending,5239,Schuler,C,Houston,77007,Harris,$330000.00,,,16,Schuler Manor Twnhms,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1802,$183.13,,1825,,,,2005,2,2,0,2,9,,3,FALSE,,FALSE,2,Traditional,49,49,MYCR01,My Castle Realty,gbisha,Gary Bisha,JBPI01,Jane Byrd Properties INTL.,vgriffin,Veronica Griffin,,09/12/2019 6:25:02 PM,07/18/2019 12:00:00 AM,9.275484585
19891958,Townhouse/Condo,Pending,5209,Allen,E,Houston,77007,Harris,$339900.00,,,16,Moy Street Park,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1415,$240.21,,,,,,2019,3,2,1,2.1,6,0,2,TRUE,To Be Built/Under Construction,FALSE,2,"Contemporary/Modern, Traditional",0,0,MWPP01,Michael William Properties,mikie,Michael Afshari,RELM03,REALM Real Estate Professional,yuyuanlu,Michelle Lee,,09/04/2019 12:40:20 PM,09/04/2019 12:00:00 AM,0.087002571
87004272,Townhouse/Condo,Pending,5209,Allen,C,Houston,77007,Harris,$339900.00,,,16,Moy Street Park,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1415,$240.21,,,,,,2019,3,2,1,2.1,6,0,2,TRUE,To Be Built/Under Construction,FALSE,2,"Contemporary/Modern, Traditional",2,2,MWPP01,Michael William Properties,mikie,Michael Afshari,RMXV01,RE/MAX Grand,ADRIANZA,Eneida Adrianza,,08/26/2019 10:49:54 AM,08/23/2019 12:00:00 AM,0.087002571
30676698,Townhouse/Condo,Pending,5209,Allen,B,Houston,77007,Harris,$339900.00,,,16,Moy Street Park,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1415,$240.21,,,,,,2019,3,2,1,2.1,6,0,2,TRUE,To Be Built/Under Construction,FALSE,2,"Contemporary/Modern, Traditional",31,31,MWPP01,Michael William Properties,mikie,Michael Afshari,KWHM01,Keller Williams Realty,ggrant,George Grant Burch,,08/12/2019 1:54:45 PM,07/12/2019 12:00:00 AM,0.087002571
6756877,Townhouse/Condo,Pending,3888,Center St,,Houston,77007,Harris,$339950.00,,,16,Plaza/Center Sec 01 Amd Place,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1524,$223.06,,1673,,,,2005,3,2,0,2,3,,2,FALSE,,FALSE,2,"Contemporary/Modern, Traditional",20,20,KWPT01,Keller Williams Realty,brendalh,Brenda Hernandez,GGPR03,BHGRE Gary Greene,dkubin,Dionne Kubin,,09/12/2019 12:15:19 AM,08/12/2019 12:00:00 AM,2.353100008
29624156,Townhouse/Condo,Pending,5209,Allen,A,Houston,77007,Harris,$344900.00,,,16,Moy Street Park,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1415,$243.75,,,,,,2019,3,2,1,2.1,6,0,2,TRUE,To Be Built/Under Construction,FALSE,2,"Contemporary/Modern, Traditional",20,20,MWPP01,Michael William Properties,mikie,Michael Afshari,KWHM01,Keller Williams Realty,johnbutts,John Butts,,08/02/2019 10:33:23 AM,07/12/2019 12:00:00 AM,-0.340343137
26385235,Townhouse/Condo,Pending,5305,Egbert,A,Houston,77007,Harris,$345000.00,,,9,Columbia Hills Court,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2209,$156.18,,1725,,,,2009,3,3,1,3.1,6,,3,FALSE,,FALSE,2,Traditional,10,10,TBAT01,Tammy Bateman Properties,TAMB,Tammy Bateman,KWHM01,Keller Williams Realty,ggrant,George Grant Burch,,08/17/2019 12:15:33 AM,07/22/2019 12:00:00 AM,15.94789868
19107569,Single-Family,Pending,3422,Center,,Houston,77007,Harris,$354900.00,,,16,Washington Heights North,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2188,$162.20,,1633,0.0375,$9464000.00,,2008,3,3,0,3,6,,3,FALSE,,FALSE,2,Traditional,20,20,KWHM01,Keller Williams Realty,mmalet,Michael Malet,COLD11,"Coldwell Banker United,",aruchti,Amanda Ruchti,,08/20/2019 12:15:24 AM,07/19/2019 12:00:00 AM,14.26415671
26333278,Townhouse/Condo,Pending,4123,Dickson,,Houston,77007,Harris,$384500.00,,,16,Waterhill Homes/Dickson,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2047,$187.84,,1412,,,,2006,3,3,1,3.1,6,1,3,FALSE,,FALSE,2,Contemporary/Modern,22,22,CMTX01,"Compass RE Texas, LLC",brandimc,Brandi McDaniel,KWPT01,Keller Williams Realty,PATWELSH,Patrick Welsh,,09/03/2019 12:15:29 AM,07/31/2019 12:00:00 AM,8.306734664
35474295,Single-Family,Pending,5311,Kiam,C,Houston,77007,Harris,$389900.00,,,9,COLINA HOMES ON KIAM STREET,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2342,$166.48,,1586,0.0364,$10711538.00,,2015,3,3,1,3.1,5,,3,FALSE,,FALSE,2,"Other Style, Traditional",10,10,COLD06,"ColdwellBanker United,REALTORS",KJJ,Kenneth Jones,REYN01,The Reyna Realty Group,JDADAMSON,JD Adamson,,09/07/2019 12:15:48 AM,08/16/2019 12:00:00 AM,13.14217559
75626061,Single-Family,Pending,2007,Hickory,,Houston,77007,Harris,$390000.00,,,9,Zenith Villas,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2170,$179.72,,1591,0.0365,$10684932.00,,2010,3,3,1,3.1,6,,4,FALSE,,FALSE,2,Contemporary/Modern,3,3,ETXP01,Elite Texas Properties,JMEYN,James Meyn,GGPR24,BHGRE Gary Greene,WLABEL,Wanda Abel,,09/03/2019 3:10:52 PM,08/23/2019 12:00:00 AM,10.00834783
34453669,Single-Family,Pending,2713,Cohn Garden,,Houston,77007,Harris,$395000.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2109,$187.29,,1400,0.0321,$12305296.00,,2014,3,3,1,3.1,5,,3,FALSE,,FALSE,2,"Mediterranean, Traditional",21,136,WDWR01,World Wide Realty,glowrey,Graham Lowrey,GGPR02,BHGRE Gary Greene,CRAIGMAN,Craig Manuel,,08/26/2019 7:18:20 PM,07/26/2019 12:00:00 AM,8.416089818
92524408,Single-Family,Pending,3917,Blossom,,Houston,77007,Harris,$395000.00,,,16,Jackson Square,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2124,$185.97,,2349,0.0539,$7328386.00,,2001,3,3,0,3,7,1,3,FALSE,,FALSE,2,Traditional,5,5,COLD32,"Coldwell Banker United,",beverlys,Beverly Smith,CITQ01,Citiquest Properties,bekacornel,Rebekah Cornelius,,08/11/2019 12:15:46 AM,07/23/2019 12:00:00 AM,8.684990204
82592397,Townhouse/Condo,Pending,1304,Asbury,,Houston,77007,Harris,$399000.00,,,16,Woodcrest Court,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2718,$146.80,,1990,,,,2005,3,3,1,3.1,6,1,3,FALSE,,FALSE,2,Contemporary/Modern,7,7,TRNR01,Martha Turner Sotheby's,MONROJ,Jay Monroe,KWPT01,Keller Williams Realty,mhejazi,Mariam Hejazi,,09/13/2019 12:15:28 AM,08/27/2019 12:00:00 AM,18.84497679
36470987,Townhouse/Condo,Pending,950,Patterson,,Houston,77007,Harris,$399000.00,,,16,Washington Brownstone,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2553,$156.29,,2075,,,,2006,3,3,1,3.1,7,0,3,FALSE,,FALSE,2,Contemporary/Modern,16,16,KWHM01,Keller Williams Realty,michellec,Michelle Comstock,KWHM01,Keller Williams Realty,michellec,Michelle Comstock,,09/13/2019 12:15:32 AM,08/14/2019 12:00:00 AM,15.91672573
93169107,Single-Family,Pending,5426,Rose,,Houston,77007,Harris,$399000.00,,,16,Detering,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2168,$184.04,,1383,,,,1999,3,3,1,3.1,7,1,3,FALSE,,FALSE,2,Traditional,22,22,INDY01,IndyQuest Properties,CrestonI,Creston Inderrieden,RDFN02,Redfin Corporation,GHB15,Grayson Bannister,,09/04/2019 12:15:45 AM,08/01/2019 12:00:00 AM,9.084139915
29015003,Single-Family,Pending,5311,Larkin,B,Houston,77007,Harris,$423000.00,,,9,Cottage Grove Sec 01,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2285,$185.12,,2688,0.0617,$6855754.00,,2007,3,2,1,2.1,6,,2,FALSE,,FALSE,2,Contemporary/Modern,4,4,NANP01,Nan & Company Properties,LBonck,Laura Bonck,TERO01,Intero Real Estate Services,KSabz,Keeyan Sabz,,08/21/2019 1:18:44 PM,08/08/2019 12:00:00 AM,8.859722479
55047376,Townhouse/Condo,Pending,5209,Allen,M,Houston,77007,Harris,$424900.00,,,16,Moy Street Park,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2076,$204.67,,1610,,,,2019,3,3,1,3.1,8,0,3,TRUE,To Be Built/Under Construction,FALSE,2,"Contemporary/Modern, French, Other Style, Traditional",0,0,MWPP01,Michael William Properties,mikie,Michael Afshari,nonmls,Non-MLS                       ,Nonmls, Non-MLS Agent,,09/13/2019 11:52:38 AM,09/13/2019 12:00:00 AM,5.205650844
90635748,Townhouse/Condo,Pending,1351,Moy,,Houston,77007,Harris,$424900.00,,,16,MOY STREET PARK,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2218,$191.57,,1970,,,,2019,3,3,1,3.1,10,0,3,TRUE,Never Lived In,FALSE,2,"Contemporary/Modern, Traditional",35,125,MWPP01,Michael William Properties,mikie,Michael Afshari,KWPL01,Keller Williams Hou Preferred,CBERNO,Chris Berno,,08/28/2019 11:34:00 AM,07/24/2019 12:00:00 AM,7.572109243
37816945,Single-Family,Pending,2507,Radcliffe,,Houston,77007,Harris,$425000.00,,,9,Cottage Grove Sec 03 R P,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1887,$225.23,,3000,0.0689,$6168360.00,,2003,3,2,1,2.1,7,,2,FALSE,,FALSE,2,Traditional,7,7,HLXP01,Houston's Luxury Properties,tlarose,Tiffany LaRose,MWPP01,Michael William Properties,Freddiem,Freddie Minahan,,09/14/2019 12:15:46 AM,08/26/2019 12:00:00 AM,2.048528696
91413517,Multi-Family,Pending,1012,Dart,,Houston,77007,Harris,$425000.00,,,9,First Ward Arts District,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2434,$174.61,,10000,,,,1890,5,4,,4,,,1,FALSE,,,,,27,27,HABR01,Habitation Realty,DHILLE,David Hille,nonmls,Non-MLS                       ,nonmls, Non-MLS Agent,,08/14/2019 12:15:44 AM,07/12/2019 12:00:00 AM,#N/A
39397010,Single-Family,Pending,1616,Summer,,Houston,77007,Harris,$448800.00,,,9,Modern/Drew,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2400,$187.00,,1575,0.0362,$12397790.00,,2012,3,3,1,3.1,6,,4,FALSE,,FALSE,2,Contemporary/Modern,11,11,KEVL01,The Nguyens & Associates,THLAM,Thi Lam,BLUJ01,Blue J Realty,ABSMITH,Ashley Burton-Smith,,09/10/2019 10:48:26 AM,08/22/2019 12:00:00 AM,8.475238317
40850110,Single-Family,Pending,2303,Cohn,,Houston,77007,Harris,$448900.00,,,9,Ipina Court,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2477,$181.23,,1725,0.0396,$11335859.00,,2015,3,3,1,3.1,5,0,4,FALSE,,FALSE,2,"Other Style, Traditional",5,5,KWHM01,Keller Williams Realty,bayetilson,Baye Tilson,KWHM01,Keller Williams Realty,bayetilson,Baye Tilson,,09/12/2019 12:15:15 AM,08/23/2019 12:00:00 AM,9.681417184
61124255,Single-Family,Pending,5203,Larkin,,Houston,77007,Harris,$449000.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2591,$173.29,,2688,0.0617,$7277147.00,,2014,3,2,1,2.1,8,,2,FALSE,,FALSE,2,Traditional,8,8,CBLL01,CB Realty,cboyles,Christopher Boyles,PMPS01,Messina Properties,PMESSINA,Pamela Messina,,09/09/2019 12:15:22 AM,08/20/2019 12:00:00 AM,11.47057461
78002382,Single-Family,Pending,1028,Patterson,,Houston,77007,Harris,$450000.00,,,16,Patterson Street Lndg,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2358,$190.84,,2331,,,,2016,3,3,1,3.1,7,,4,FALSE,,FALSE,2,Contemporary/Modern,24,24,URBN01,Urban Living,DCLIN,Daniel Lin,nonmls,Non-MLS                       ,nonmls, Non-MLS Agent,,08/18/2019 12:15:56 AM,07/13/2019 12:00:00 AM,7.713363478
41664322,Single-Family,Pending,4315,Feagan,B,Houston,77007,Harris,$454900.00,,,16,Feagan Hill Court,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2484,$183.13,,2500,0.0574,$7925087.00,,2004,3,2,1,2.1,7,1,2,FALSE,,FALSE,2,Mediterranean,18,120,COLD11,"Coldwell Banker United,",VILLANUT,Thomas Villanueva,MCJU01,"McJunkin & Associates, Inc.",PAMELAK,Pamela Krenek,,08/30/2019 12:16:11 AM,07/27/2019 12:00:00 AM,9.275022317
28415042,Single-Family,Pending,311,Bethje,,Houston,77007,Harris,$459000.00,,,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2400,$191.25,,1600,0.0367,$12506812.00,,2011,3,3,1,3.1,12,0,3,FALSE,,FALSE,2,"Mediterranean, Traditional",36,36,PBME01,Realty Associates             ,mquezada,Michele Quezada,RTOP03,RE/MAX Top Realty,NGOMEZ,Ignacio Gomez,,09/08/2019 12:16:12 AM,07/22/2019 12:00:00 AM,7.633759591
46612853,Single-Family,Pending,1608,Shearn,A,Houston,77007,Harris,$459900.00,,,9,Grace Landing,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2289,$200.92,,2500,,,,2019,3,2,1,2.1,5,,2,TRUE,To Be Built/Under Construction,FALSE,2,Other Style,36,36,TRNR01,Martha Turner Sotheby's,swarrell,Stephen Warrell,ALIV01,Abundant Living Real Estate,madmc,Madeline Morales,,09/06/2019 12:01:08 PM,08/01/2019 12:00:00 AM,5.852245384
10263978,Single-Family,Pending,2305,Langston,,Houston,77007,Harris,$469000.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2259,$207.61,,3278,,,,2019,3,2,1,2.1,9,,2,TRUE,To Be Built/Under Construction,FALSE,2,Traditional,0,0,TRNR01,Martha Turner Sotheby's,swarrell,Stephen Warrell,CBLL01,CB Realty,cboyles,Christopher Boyles,,07/17/2019 4:59:22 PM,07/17/2019 12:00:00 AM,4.715470103
39204462,Lots,Pending,735,Columbia,,Houston,77007,Harris,$475000.00,,,9,Houston Heights,,Heights/Greater Heights,27 - Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,,$71.97,,6600,0.1515,$3135314.00,,,,,,0,,,,,,,,,38,38,BLVD01,Boulevard Realty,BBALDWIN,Bill Baldwin,BLVD01,Boulevard Realty,BKRUE,Brandon Krueger,,08/29/2019 12:16:03 AM,07/09/2019 12:00:00 AM,#N/A
11374738,Single-Family,Pending,5825,Petty,,Houston,77007,Harris,$488900.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2972,$164.50,,2688,0.0617,$7923825.00,,2015,3,3,1,3.1,6,0,3,FALSE,,FALSE,2,Other Style,21,21,PBME01,Realty Associates             ,LEELEE,Leon Booker,BRTY01,"BRE Realty, LLC",dkjohnst,Danielle Johnston,,08/23/2019 9:16:24 PM,07/22/2019 12:00:00 AM,13.65402438
